OBJECTID,EVENT_SOURCE_ID,DATA_DATE,ROUTE_COMMON_NAME,ROUTE_NAME,HTRIS_ID,ROUTE_ALIAS,START_LABEL,END_LABEL,ADT,ADT_QUALITY,PERCENT_4_TIRE,PERCENT_BUS,PERCENT_TRUCK_2_AXLE,PERCENT_TRUCK_3_AXLE,PERCENT_TRUCK_1_TRAIL,PERCENT_TRUCK_2_TRAIL,CLASS_QUALITY_CODE,K_FACTOR,K_FACTOR_QUALITY_CODE,DIRECTION_FACTOR,AAWDT,AAWDT_QUALITY_CODE,LOC_COMP_DIRECTIONALITY_NAME,ROUTE_FROM_MEASURE,FROM_JURISDICTION,ROUTE_TO_MEASURE,TO_JURISDICTION,PEAK_SINGLE_UNIT_TRUCK,PEAK_COMBINATION_TRUCK,EVENT_LOCATION_ID,EVENT_COMPONENT_ID,MAXIMUMSCALEDENOMINATOR,ROUTE_COMMON_NAME_ADT,FROM_DISTRICT,TO_DISTRICT,RTE_TYPE_CD,RTE_ID,Shape__Length
162,795441,2022/07/13 00:00:00+00,SC-2015E (Augusta County),R-VA007SC02015EB,702015,          ,07-2013 Harper St,Cul-de-Sac,130,R,,,,,,,X,,X,,,X,Bidirectional,0.06,Augusta County,0.23,Augusta County,,,1,1,24000,SC-2015E (Augusta County) - ADT 130,Staunton,Staunton,SC,1609553,329.60147
163,779101,2022/03/01 00:00:00+00,SC-711N (York County),R-VA099SC00711NB,9900711,          ,99-660 Baptist Rd,SR 238 Old Williamsburg Rd,480,R,,,,,,,X,,X,,,X,Bidirectional,0,York County,0.45,York County,,,1,1,24000,SC-711N (York County) - ADT 480,Hampton Roads,Hampton Roads,SC,1939396,920.5580228
164,770407,2014/09/16 00:00:00+00,SC-604E (Shenandoah County),R-VA085SC00604EB,8500604,          ,"85-681 N, Osceola Rd","85-681 S, Osceola Rd",190,R,,,,,,,X,,X,,,X,Bidirectional,0.1,Shenandoah County,0.27,Shenandoah County,,,1,1,24000,SC-604E (Shenandoah County) - ADT 190,Staunton,Staunton,SC,1666449,361.8291226
165,707158,2022/09/08 00:00:00+00,SC-771E (Botetourt County),R-VA011SC00771EB,1100771,          ,Dead End,"11-657 N, Rainbow Forest Dr",80,T,,,,,,,X,,X,,,X,Bidirectional,0,Botetourt County,0.07,Botetourt County,,,1,1,24000,SC-771E (Botetourt County) - ADT 80,Salem,Salem,SC,1954124,133.8953699
166,760986,2022/11/28 00:00:00+00,SC-1415N (Prince George County),R-VA074SC01415NB,7401415,          ,74-1418 Thomas Dr,Dead End,50,T,,,,,,,X,,X,,,X,Bidirectional,0.29,Prince George County,0.33,Prince George County,,,1,1,24000,SC-1415N (Prince George County) - ADT 50,Richmond,Richmond,SC,2108094,59.57259572
167,792209,2022/03/08 00:00:00+00,SC-1494E (York County),R-VA099SC01494EB,9901494,          ,Cul-de-Sac,99-1491 Richter Lane,210,R,,,,,,,X,,X,,,X,Bidirectional,0,York County,0.12,York County,,,1,1,24000,SC-1494E (York County) - ADT 210,Hampton Roads,Hampton Roads,SC,2248717,251.8849615
168,303747,2024/01/01 00:00:00+00,SC-678N (Warren County),R-VA093SC00678NB,9300678,          ,Shenandoah County Line,SR 55; 93-610,1700,G,97.0815,0.77093,1.10132,0.79846,0.2478,0,C,0.096,F,0.6384,1700,G,Bidirectional,0,Warren County,1.77,Warren County,0.05376,0,1,1,24000,SC-678N (Warren County) - ADT 1700,Staunton,Staunton,SC,2246026,3588.009661
169,770533,2017/09/22 00:00:00+00,SC-652N (Shenandoah County),R-VA085SC00652NB,8500652,          ,Dead End,85-604 Fairview Rd,90,R,,,,,,,X,,X,,,X,Bidirectional,0,Shenandoah County,0.31,Shenandoah County,,,1,1,24000,SC-652N (Shenandoah County) - ADT 90,Staunton,Staunton,SC,1666733,673.3077096
170,793682,2016/08/23 00:00:00+00,SC-5878E (Chesterfield County),R-VA020SC05878EB,2005878,          ,20-5879 Lynchester Dr,20-612 Gregory Pond Rd,140,R,,,,,,,X,,X,,,X,Bidirectional,0,Chesterfield County,0.25,Chesterfield County,,,1,1,24000,SC-5878E (Chesterfield County) - ADT 140,Richmond,Richmond,SC,2530904,544.8554604
171,677811,2024/01/01 00:00:00+00,BUS US-58E (7 City of Virginia Beach),R-VA   US00058EBBUS007,C7US00058     ,          ,US 58 Laskin Rd,First Colonial Rd,28000,F,95.43043,1.50218,1.8751,0.97695,0.21534,0,F,0.0773,F,0.5602,30000,X,Bidirectional,1.102,City of Virginia Beach,1.346,City of Virginia Beach,0.25741,0,1,2,24000,BUS US-58E (7 City of Virginia Beach) - ADT 28000,Hampton Roads,Hampton Roads,US,1921117,489.639555
173,720041,2014/08/08 00:00:00+00,SC-675E (Culpeper County),R-VA023SC00675EB,2300675,          ,23-669 Carrico Mills Rd,23-676 Berry Hill Rd,80,R,,,,,,,X,,X,,,X,Bidirectional,0,Culpeper County,1.6,Culpeper County,,,1,1,24000,SC-675E (Culpeper County) - ADT 80,Culpeper,Culpeper,SC,1626182,3127.031059
